title;minutes;date;views;url;description
Work Faster, Stand Out in Premiere Pro | Create Captions with Speech to Text - jacksfilms;0:04:25;2021-09-03;45322;https://www.youtube.com/watch?v=WHjxKYoiul0;"We welcome back Jack from jacksfilms as he takes us behind the scenes of his latest YouTube community challenge and shows us how he uses Speech to Text in Premiere Pro to quickly and accurately caption his content.

Subscribe to jacksfilms YouTube channel: https://www.youtube.com/user/jacksfilms

Subscribe to our channel: https://www.adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Food | Make Fun Food Videos with the Fung Bros | Adobe Premiere Pro;0:02:53;2021-09-03;503;https://www.youtube.com/watch?v=l_SwhrnH3eo;"Make fun food videos with the Fung Bros. Give your videos a starring role on your followers' feeds. Follow along as they cover tutorials on color, maximizing titles and captions, and sound.

Explore more on 'Food' with Fung Bros - https://creativecloud.adobe.com/discover/article/make-fun-food-videos-with-the-fung-bros

Be sure to bookmark our Premiere Hub for the latest Premiere Pro tips, how-to's, and resources - https://creativecloud.adobe.com/discover/article/focus-shoot-edit

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Food | Titles & Captions with the Fung Bros | Adobe Premiere Pro;0:04:47;2021-09-03;275;https://www.youtube.com/watch?v=WvdIYUI57_Y;"Make fun food videos with the Fung Bros. Learn how to add pro titles and captions.

Explore more on 'Food' with Fung Bros - https://creativecloud.adobe.com/discover/article/make-fun-food-videos-with-the-fung-bros

Be sure to bookmark our Premiere Hub for the latest Premiere Pro tips, how-to's, and resources - https://creativecloud.adobe.com/discover/article/focus-shoot-edit

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Color Matching with Valentina Vee | Tutorial;0:01:59;2021-09-02;31127;https://www.youtube.com/watch?v=IsZeivTCIzM;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. In this last video of this series, Valentina shows us how to Color Match different clips in your video and how to match skin tone with Face Detection. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Use This One Trick to Create More Depth! | Premiere Pro Essential Workflows w/ No Film School;0:06:31;2021-09-01;70775;https://www.youtube.com/watch?v=4TqUz8yt6jE;"Want to learn how to create more depth in your videos? This video shows you how to use overlay methods and keying for easy compositing in Adobe Premiere Pro! Join Todd Blankenship from No Film School for Part Two of our Premiere Pro tutorial series- you don't wanna miss it! 

Free fog downloads mentioned in the video: https://filmbodega.com/blog/free-6k-fog-video-elements/

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to No Film School’s Channel: https://www.youtube.com/user/nofilmschool

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | Shape Layers with C.M. de la Vega | Adobe After Effects Tutorial;0:06:39;2021-08-31;52896;https://www.youtube.com/watch?v=YDsMnxvZkHk;"Part Twenty-Seven of our Learn from the Pros series for After Effects continues with C.M. de la Vega, as he shows how to use shape layers and create circular pattern effects. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to C.M. de la Vega’s YouTube channel: https://www.youtube.com/user/cmdelavega

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | Captions and Subtitles with Kriscoart | Adobe Premiere Pro Tutorial;0:06:24;2021-08-30;49507;https://www.youtube.com/watch?v=_R0l-jVeEaA;"Join us for our next video in the Learn from the Pros series for Premiere Pro with Kris A. Truini of Kriscoart, as he shows how to use Speech to Text, Subtitles, and Captions to enhance your videos.

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Kriscoart’s Channel: https://www.youtube.com/c/KriscoartProductions/

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Audition: PODCASTS for ALL the PLATFORMS — Part II | Adobe Video Community Meet-up;0:52:15;2021-08-27;108258;https://www.youtube.com/watch?v=Xze5bmMzNY8;"Learn how to work faster and level up your content with powerful audio tools for podcasters in Adobe Audition. 

In part II of PODCASTS for ALL the PLATFORMS — host and Product Manager, Durin Gleaves invites Mike Russell from Music Radio Creative to join him to share best practices for creating audio content that listeners will love. In this session, we explore ways to deliver exceptional content for attentive listeners on audio-centric platforms like Apple Podcasts and Spotify. TIMESTAMPS:

00:06  INTRO: Durin Gleaves welcomes Mike Russell and kicks off the program 
04:50  VIDEO into AUDIO DEMO: Durin and Mike demonstrate tips and tricks for turning video-first content like live streams and interviews into podcast formats that make headphones happy. 35:33  CREATING the AUDIO TRACK: Mike shows how to pull content back and forth between Adobe Premiere and Adobe Audition for noise reduction, remix, and Audition ""multi-track magic"" with automatic speech alignment.

Don't miss Part I of PODCASTS for ALL the PLATFORMS — focused on visual complement for video platforms like YouTube and Instagram: https://www.youtube.com/watch?v=hOwBQkzk23w

This virtual event is part of the monthly series — Adobe Video Community Meet-ups — and was streamed live on Friday, August 27th. Find all the AVC Meet-ups here: https://www.youtube.com/playlist?list=PLzTRmaCL97qv7dc8Uvx63fvs-PuMbt5Z3

Adobe Video Community meet-ups feature product demos, conversations, and Q&A with Adobe product teams, and spotlights exciting projects and creative workflows from the community. Each event is streamed to Adobe Video YouTube and Facebook channels on the last Wednesday of each month. 

Please help spread the word to your friends, colleagues, and community. What is Adobe Video Community? Anyone using Premiere Pro, After Effects, Audition, Media Encoder, Character Animator, Photoshop, Animate... and more to create video content of all stripes. 

Subscribe to our channel: adobe.ly/videoandmotion."
Quick Tips for Premiere Pro - Scene Edit Detection with Valentina Vee | Tutorial;0:01:42;2021-08-27;32833;https://www.youtube.com/watch?v=fMNvFIqLLck;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Catch this one-minute tip from Valentina on how Premiere Pro can detect cuts within your video and how you can use this feature to create trailers.

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Everything You Need to Know to Edit a Short Film | Premiere Pro Essential Workflows w/ Cinecom;0:04:09;2021-08-26;203402;https://www.youtube.com/watch?v=vXc56AMPigA;"If you want to learn the best techniques for editing a short film, this tutorial is for you! Join Jordy Vandeput from Cinecom.net for part 4 in our Essential Workflows series.  In this video, he'll walk you through his workflow for editing short films including his best tips for importing and exporting like a pro!

Watch the short film ‘Entanglement’ from Cinecom: https://www.youtube.com/watch?v=2JPI9-Vq4MQ 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Cinecom's YouTube channel: https://www.youtube.com/user/YapperDesign

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Premiere Pro: PODCASTS for ALL the PLATFORMS — Part I | Adobe Video Community Meet-up;0:44:45;2021-08-26;96899;https://www.youtube.com/watch?v=hOwBQkzk23w;"PART I: Learn how to work faster and level up your content with powerful audio tools for video editors (and vice versa) in Adobe Premiere Pro. TIMESTAMPS:

00:25 INTRO: In Part I of PODCASTS for ALL the PLATFORMS — hosted by Product Manager, Durin Gleaves — we explore ways to deliver complementary visual content for eager audiences on video-centric platforms like YouTube and Instagram. 
01:41 PRODUCT DEMO: Durin shares examples of video podcasting and creative choices to address the need for visuals.
04:44 MEET THE TEAMS: Host Durin Gleaves is joined by Adobe Senior Product Manager Erica Schisler and Theresa Rostek, Senior Production Associate for a discussion on the trends, best practices, and practical reasons for delivering podcast content to video platforms. 
22:45 CUSTOMER SPOTLIGHT: Get a look at a recent project from community members Mike and Izabela Russell of Music Radio Creative showing how they create for all the destinations, audiences, and engagement. 
34:31 Q&A: All of the guests go deeper on gear, workflows, and lots more.

Don't miss Part II of PODCASTS for ALL the PLATFORMS — focused on delivering exceptional content for audio-centric platforms like Apple Podcasts and Instagram: https://www.youtube.com/watch?v=Xze5bmMzNY8&list=PLzTRmaCL97qv7dc8Uvx63fvs-PuMbt5Z3&index=2

This virtual event is part of the monthly series — Adobe Video Community Meet-ups — and streamed live on Wednesday, August 25th at 12pm PT (UTC-8). Find all the AVC Meet-ups here: https://www.youtube.com/playlist?list... 

Adobe Video Community meet-ups feature product demos, conversations, and Q&A with Adobe product teams, and spotlights exciting projects and creative workflows from the community. Each event is streamed to Adobe Video YouTube and Facebook channels on the last Wednesday of each month. Please help spread the word to your friends, colleagues, and community. 

What is Adobe Video Community? Anyone using Premiere Pro, After Effects, Audition, Media Encoder, Character Animator, Photoshop, Animate... and more to create video content of all stripes. 

Subscribe to our channel: adobe.ly/videoandmotion. 

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h"
Creativity For Good w/ Casey Neistat & Victoria Paris;0:15:31;2021-08-25;374772;https://www.youtube.com/watch?v=_ns7JvrNhKc;"Creator Lab is back for a third season about the Power of Community. In Episode 4, Casey Neistat and Victoria Paris talk about the importance of consistency, the NYC creator community, and how Adobe Premiere Pro's Speech-To-Text feature has changed the game for creators. As the rest of this season rolls out, Adobe will be working with 368 and GoFundMe to activate a group of creators to demonstrate the power of community and creativity for good. The mission: help NYC small businesses get back on their feet by using creator storytelling to launch fundraising campaigns. If you're a creator in NYC and you'd like to get involved, reach out to creatorsforgood@368.nyc. 

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey's channel: www.youtube.com/c/Caseyneistatofficial

Follow Victoria on TikTok: www.tiktok.com/@victoriaparis

Subscribe to Jack's channel: www.youtube.com/jackcoyne Subscribe to 368's channel: www.youtube.com/368

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT

Facebook: http://facebook.com/adobevideo

Twitter: http://twitter.com/adobevideo

Instagram: http://www.instagram.com/adobevideo

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Using Auto-Reframe with Valentina Vee | Tutorial;0:02:15;2021-08-25;31352;https://www.youtube.com/watch?v=GGBNy-7Fzdk;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Valentina shares how to use Auto-Reframe for your video and where to use Master Text style to update font size and location. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
This Is How To Make Your Edits Come To LIFE | Premiere Pro Essential Workflows w/ No Film School;0:06:33;2021-08-24;71364;https://www.youtube.com/watch?v=pGx6e9akQGY;"Learn how to make your edits come to LIFE by shooting elements for easy compositing! Join Todd Blankenship from No Film School as he kicks off our latest Essential Workflows series by taking you through his step-by-step shooting & editing process for his latest short film.

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to No Film School’s Channel: https://www.youtube.com/user/nofilmschool

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | 3D Camera Tracking with C.M. de la Vega | Adobe After Effects Tutorial;0:06:00;2021-08-24;56188;https://www.youtube.com/watch?v=fBaRmLgf6PY;"Part Twenty-Six of our Learn from the Pros series for After Effects continues with C.M. de la Vega. Learn more about using the 3D Camera Tracker to insert and animate a text layer that lives inside of your video. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to C.M. de la Vega’s YouTube channel: https://www.youtube.com/user/cmdelavega

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | Sound Design with Kriscoart | Adobe Premiere Pro Tutorial;0:06:56;2021-08-23;53383;https://www.youtube.com/watch?v=q6e-OPkTj30;"In the second video of this Learn from the Pros series for Premiere Pro with Kris A. Truini of Kriscoart, learn more about different Sound Design tricks you can use in your videos for cinematic edits.  

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Kriscoart’s Channel: https://www.youtube.com/c/KriscoartProductions/

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | Using the Roto Brush 2.0 with C.M. de la Vega | Adobe After Effects Tutorial;0:09:14;2021-08-19;51594;https://www.youtube.com/watch?v=Rn4jbkR9JD0;"The next instalment of our Learn from the Pros series for After Effects introduces you to our next host instructor, C.M. de la Vega. In this episode, watch as he walks you through how to use the Roto Brush 2.0 to cut out any object from your video. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to C.M. de la Vega’s YouTube channel: https://www.youtube.com/user/cmdelavega

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn From the Pros | Cut Stories Faster with Kriscoart | Adobe Premiere Pro Tutorial;0:07:20;2021-08-18;50415;https://www.youtube.com/watch?v=93fQ59WlZyY;"The next installment of our Learn from the Pros series for Premiere Pro introduces you to our next host instructor, Kris A. Truini of Kriscoart. In this episode, watch as he walks you through how to make your workflow quicker and different shortcuts you can use to do so.  

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Kriscoart’s Channel: https://www.youtube.com/c/KriscoartProductions/

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Using the Essential Sound Panel with Valentina Vee | Tutorial;0:01:35;2021-08-18;30856;https://www.youtube.com/watch?v=ubWLTw8gt54;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. In 60 seconds, Valentina shares how to sweeten the dialogue and use ducking to Generate Keyframes.

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Rendering and Workflow Tips in After Effects | Essential Workflows with Cinecom;0:03:36;2021-08-18;194402;https://www.youtube.com/watch?v=Lts7HDtRUKk;"Jump in with Jordy Vandeput from Cinecom.net for Part 3 of this four-part Essential Workflows tutorial series in After Effects. Jordy will walk you through his tips to help speed up your workflow and rendering process. 

Watch the short film ‘Entanglement’ from Cinecom: https://www.youtube.com/watch?v=2JPI9-Vq4MQ 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Cinecom's YouTube channel: https://www.youtube.com/user/YapperDesign

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Formatting Your Captions with Valentina Vee | Tutorial;0:02:10;2021-08-16;39903;https://www.youtube.com/watch?v=giM_OVboC38;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Join Valentina and learn how to change the look of your captions including color, font, and location on the screen

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creating an Extreme Super Zoom in After Effects | Essential Workflows with Cinecom;0:03:51;2021-08-10;241409;https://www.youtube.com/watch?v=xPi2-iA5C80;"Jordy Vandeput from Cinecom.net is back for Part 2 of this four-part Essential Workflows tutorial series in After Effects. Jordy will walk you through his workflow for creating an extreme super zoom with sharp details. 

Watch the short film ‘Entanglement’ from Cinecom: https://www.youtube.com/watch?v=2JPI9-Vq4MQ 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Cinecom's YouTube channel: https://www.youtube.com/user/YapperDesign

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Tracking and Applying Effects in After Effects | Essential Workflows with Brandon Baum;0:04:00;2021-08-10;143145;https://www.youtube.com/watch?v=kVkZakFzapA;"In Part Four of our tutorial series, Brandon Baum shows us how to track and apply effects with adjustment layers for his newest upload “Mobile Bartender”. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Brandon’s Channel: https://www.youtube.com/user/brandonbaum123

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Search and Export with Valentina Vee | Tutorial;0:02:30;2021-08-08;33354;https://www.youtube.com/watch?v=NqzCENZXDKg;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Valentina shows you how to use the Search Bar and why it’s important to export your video to SRT. 

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - Transcriptions using Multiple Speakers with Valentina Vee | Tutorial;0:01:12;2021-08-06;46247;https://www.youtube.com/watch?v=p_lTg2JgSuI;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Learn how to create a transcription with more than one speaker including how to adjust their captions or text and change the name of the speaker. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Using Precomp Animation in After Effects | Essential Workflows with Brandon Baum;0:06:43;2021-08-05;69011;https://www.youtube.com/watch?v=oFC76JuHY0c;"In Part Three of our tutorial series, Brandon Baum walks through how he edited his latest upload titled “Mobile Bartender”. Go behind-the-scenes & learn how he created Animations in After Effects. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Brandon’s Channel: https://www.youtube.com/user/brandonbaum123

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
"Quick Tips for Premiere Pro - Creating Captions with Valentina Vee | Tutorial""";0:01:46;2021-08-04;46338;https://www.youtube.com/watch?v=TglGPlARDbQ;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. Valentina shares her tips on creating captions from your transcripts and how to make adjustments to them on your timeline. 

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Making an Interactive Clone in After Effects | Essential Workflows with Cinecom;0:05:04;2021-08-04;239271;https://www.youtube.com/watch?v=LUp62DvV61s;"Jordy Vandeput from Cinecom.net kicks off our latest Essential Workflows series by taking you through his step-by-step process for creating an Interactive Clone of yourself that he used in his short film ‘Entanglement’. 

Watch the short film ‘Entanglement’ from Cinecom: https://www.youtube.com/watch?v=2JPI9-Vq4MQ 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Cinecom's YouTube channel: https://www.youtube.com/user/YapperDesign

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Tips for Premiere Pro - How to Adjust Transcripts with Valentina Vee | Tutorial;0:01:28;2021-08-04;41467;https://www.youtube.com/watch?v=WE-nPcmJ2GA;"Join Video Editor Valentina Vee for our latest series of Quick Tips in Premiere Pro. In 60 seconds, Valentina shows you how to easily adjust text and punctuation when using transcripts. 

Subscribe to our channel: adobe.ly/videoandmotion

Subscribe to Valentina’s Channel: https://www.youtube.com/user/valentinavee

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Editor Spotlight: HBO Series - The Lady and the Dale;0:03:29;2021-08-03;144078;https://www.youtube.com/watch?v=QzpKz3rGK3k;"See how After Effects helped bring the story behind The Lady and the Dale to life with animation inspired by vintage paper cutouts.

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
